text,actual,predicted,probability
"Here is the explanation screenwriter Pamela Katz gave me for why MvT introduced JG as a specific character in the film:<br /><br />""...the historical record is very clear: Joseph Goebbels was directly responsible for the release of the Rosenstrasse prisoners, so we needed a way to get Goebbels himself into our film... For a woman like Lena, a woman from an aristocratic family with connections, it wasn't unthinkable that she would make an attempt to go to the top. The idea of getting to Goebbels wasn't impossible for her, so that became our hook.""<br /><br />Those of you who insist on seeing an actual sex act here can read my new thread below & then fire away.<br /><br />Jan Lisa Huttner FILMS FOR TWO",1,0,0.14355032048756763
"Alain Chabat is a fine actor, writer and director but maybe a trifle misguided to take an 'idea' credit for a story that probably had them rolling in the aisles when Aristophanes was still learning that it's 'i' before 'e' except after 'c'. But, like I said, Chabat is a fine actor and he can do charm when he needs to. I'm also gradually overcoming an aversion to Charlotte Gainsbourg who also turns in an accomplished performance. If you absolutely insist on knowing, the 'plot' is the one about the guy well into his forties and more than content to be single. This doesn't sit well with his mother and five sisters and to get them off his back he makes an 'arrangement' with the sister of a colleague to pose - for fifteen thousand euros -as his new girlfriend, allow the romance to come to fruition with a wedding and then jilt him, thus getting him off the hook. Naturally they wind up together but along the way there's some sub-Benedek and Beatrice duelling and all things considered it's a pretty painless ninety minutes and performing so well at the French box office that a sequel may not be out of the question.",1,0,0.2391239405737964
"I was watching this movie on Friday,Apr 7th. I didn't see the last scene ( cos I was talking with my bro n Mom in law at the same time ). Anyone can tell me what happened to her?I watched slightly that her husband was hearing someone was talking to his wife in the bedroom and then he opened the door,she's dead already.<br /><br />What happened to her? Did she kill herself? How could she arrange everything like the phone calls,meanwhile she's at home when her husband was talking to this strange admirer?Anyone can explain to me,please. I am so so curious!! ( in the end,I read that she suffered from Multiply Disorder Personality ).<br /><br />Thnks before.",1,0,0.2417392876570405
"I rated this a ten just because I find it so impressive what a single eighteen year old can do with a video camera. It's no epic but it's plenty engaging and I was never bored. If tens of millions of dollars can go into the countless bad films that are poured out en masse, then give this director the same amount of money and see what happens. I know I'll be lining up at the local cinema for her first major release. Damn good job, and well worth the money. What a script! It might be low budget but it beats the hell out of half the major pictures I've seen lately. Nanavati knows how to tell a story, both in writing and on screen. Serious kudos to her, can't wait to see more.",1,0,0.1524287298809743
"Late, great Grade Z drive-in exploitation filmmaker par excellence Al Adamson really outdoes himself with this gloriously ghastly sci-fi soft-core musical comedy atrocity which plumbs deliciously dismal and dopey depths in sheer celluloid silliness and jaw-dropping stupidity. In the grim totalitarian future of 2047 sex has been deemed an illegal act by the Big Brother-like impotent bumbling idiot the Controller (an amusingly goofy Erwin Fuller). However, sweet'n'sexy Cinderella (radiant blonde cutie pie Catherine Erhardt) remains determined to change things for the better. With the help of her effeminate Fairy Godfather (a flamboyantly campy Jay B. Larson), Cinderella attends a grand gala ball with the specific plan of seducing handsome stud Tom Prince (the dorky Vaughn Armstrong) and teaching everyone that making love is a positive, pleasurable and wholly acceptable activity.<br /><br />Adamson directs this ridiculous yarn with his customary all-thumbs incompetence, staging the incredibly awful'n'inept song and dance sequences with a totally sidesplitting lack of skill and flair. The uproariously abysmal ""We All Need Love"" number with people in absurd animal costumes awkwardly prancing about the forest is a hilariously horrendous marvel; ditto the equally abominable ""Mechnical Man"" routine featuring a bunch of clumsily cavorting robots. Louis Horvarth's crude, static cinematography, the tacky plastic miniatures, Sparky Sugerman's groovy throbbing disco score, the copious gratuitous nudity (ravishing brunette hottie Sherri Coyle warrants special praise in this particular department), the brain-numbingly puerile attempts at leering lowbrow humor (Roscoe the Robot law enforcer is especially irritating), and the uniformly terrible performances (Renee Harmon's outrageously hammy portrayal of Cinderella's wicked overbearing stepmother cops the big booby prize here) further enhance the strikingly abundant cheesiness to be savored in this delectably dreadful doozy.",1,0,0.2561605889672208
"Don't listen to the many acerbic and derisory comments heaped upon this film.....simply put, as regards ninja movies, this my friends is about as good as it gets! <br /><br />Yes it's silly, yes the acting and script are admittedly absolutely atrocious, but by gum - it's so much bloody fun! In fact, as is often the case with B-Movies, the horrendous 'acting' (which in the case of the movie in question, is truly amongst the worst I have ever had the joy to behold!) and ridiculous 'plot' actually only serve to elevate the enjoyment level ten fold.<br /><br />Obviously the fight scenes are the main attraction in this though and for the most part I'm pleased to say, they're very well choreographed, especially the final showdown (during which we witness that ninja are not ostensibly constrained by the normal laws of gravity....) <br /><br />Trust me on this, if you are a fan of ninja movies and you have not yet seen Sakura Killers, then you are truly missing out on what is in my opinion, one of the true jewels in the crown of the genre.",1,0,0.28073713422931695
"This movie really kicked some ass. I watched it over and over and it never got boring. Angelina Jolie really kicked some ass in the movie, you should see the movie, you won't be disappointed. And another reason you should see the movie is because the guy from The X-Files is in it, David Duchovny.",1,0,0.29405633541670717
"The reason why I say this is because I wrote the screenplay and knew very little about it being made until I was asked to see the film. I wrote it for some producers who sold it on without telling me. Because Alan Dobie was a friend of mine, I got to hear about it. I had only written a first draft so I was understandably worried when I heard that it was on the floor. I asked Peter Collinson, through my agent, whether he might like me to do another draft. I also asked if I could I see my original script because I had lost it. I was told, too late. So I did the only thing I could do under the circumstances and took my name off. I had no idea what they might have done to my screenplay. Then I was invited to see the finished film. I was so impressed that I very quickly asked to have my name put back on. It's a beautifully made piece, from a hurriedly written first draft, I expected to be asked to do much more work on it; perhaps if I had it wouldn't be so good. I would love to see my original script again if anybody knows where it is? I would also love to see the film again, I only saw it once in a little viewing theatre in Soho.",1,0,0.28106609448172853
"Tim Krabbe is the praised author of 'Het Gouden Ei', a novel that was put on the screen twice ('Spoorloos' and 'The Vanishing'). One of the Dutch writer's more recent works is 'De Grot', a psychological thriller about two totally different men, Egon and Axel, who meet at a youth camp and, surprising enough, become friends for dear life. Egon is a quiet, somewhat dull person, who spends his time studying and writing geography books. Axel, on the other hand, is a charismatic 'party-animal', a heavy drinking criminal whose everyday's concern is to get a woman into his bedroom. From the moment they meet, Axel has a strong influence on Egon, while the latter envies him because he has a good life without really doing anything (such as reading thick books like Egon); ultimately, Egon is even dragged by Egon into illegal practices himself, which leads to a fatal drug transport in a distant Asian country.<br /><br />After having read the book last year, I was surprised the critics were quite positive about it. In my opinion, the book suffers especially from the complex structure. While Krabbe presents the story as an absorbing portrait of an uncommon relationship between two people, the plot becomes more of a puzzle: the many episodes are not presented chronologically, so that two successive scenes are seldom in the same episode. Because of this, the story feels surprisingly remote: you often need to know a character's background to really care for him or her. Another complaint was the fact that the main characters, Egon and Axel, are a little stereotypical. Egon IS 'the' dull intellectual, while Axel IS his exact opposite. In real life, such one-dimensional people rarely exist; in books and films, they always seem to be there, taking away a lot of credibility.<br /><br />Despite all this, the film was a pleasant surprise, being much better than the book. The adaptation excels in its beautiful cinematography, humour and acting: Fedja van Huet (Egon) is one of the few Dutch actors who can make you forget he IS acting (which is, in my opinion, the highest an actor can achieve). The drawbacks of the film, however, are the same as the book's: mainly because the characters are one-dimensional, they are so predictable that it becomes annoying. Guess who wrote the script? Indeed, Krabbe himself. It is obvious that this talented director (that's what the movie makes clear anyway) is hampered by a deficient screenplay. Perhaps Koolhoven should just have chosen a better book.<br /><br />7/10",1,0,0.3113805291689123
"Pretty good picture about a man being in the wrong place at the wrong time. If the murderer wanted to whack the dame, why not just off her and let the cops try to figure out whodunnit? Involving all these characters in the plot is dangerous, not to mention all the mouths you'd have to worry about staying shut. Why did the depressed lady go out to the bar when she could barely sit up in a chair or say a word? Are there really cops out there who are wise cracking, gum popping, grinning apes who approach a suspect in such a glib manner? This probably played well back before the wheel was invented, but it is so corny and unbelievable today. Catch the manic drum break by Elisha Cook; his frenetic hammering never once matched the recording. His mad facial expressions made up for the off kilter stick sync.",1,0,0.2902631541221422
"I saw this movie back in 1984, we first started watching ""This Is Spinal Tap"" and after 5 minutes we were ready to fall asleep. So we went instead to see this movie. If you have any conspiracy theory's going around in your head, you will want to watch this one. <br /><br />The question you have to ask yourself when watching this movie are: Do you think the government would be capable of doing this? (In my opinion there is no doubt that they could) <br /><br />But I don't want to give out too much information as that would be a spoiler and I think that you should view the movie for yourself.<br /><br />But, just to let you know, we still talk about this movie 20 years later and trying to explain it to people is not the easiest thing in the world to do.",1,0,0.25547039741939
"Let's get some things straight first: Zombies don't exist so the filmmaker can have them WALK, RUN, hell even FLY if he wants to. That's what makes this original Zombie movie so good. Everything they did was so damn original. I hate it when filmmakers do everything like Romero or when fan boys expect everything like Romero. Some idiots think that zombies should only growl like a typical Romero movie, once again zombies don't exist so a filmmaker can make zombies whistle if he wants. The zombies in this movie all look very good but OBVIOUSLY they are not decaying corpses since they JUST freaking died! They are pretty messed up though and full of chopped faces and blood. One of the coolest scenes was a half eaten cat. It looked so damn real my daughter cried when she saw it. This movie got really good reviews in Fangoria and Rue Morgue so that made me want to go see it. I'm glad I listened. They are always right when it comes to real horror fan's tastes. 10 out of 10! Go rent it!",1,0,0.14168868058256293
"Well, well....Roeg touched a bit of a nerve there, didn't he? He was a genius while he was cataloguing his various characters' descents into psychosis for a couple of decades, but as soon as he has the bad taste to suggest that redemption (or even some good advice) might be found in the bad old Catholic church, the hipper-than-thou alternative movie crowd gets extra vicious. Worse still, Theresa Russell's character - faced with experiences that nothing in her avowedly rationalist outlook has an explanation for, is unwillingly forced to deal with those experiences on another level - that of the spiritual. You know, the realm of the ignorant and superstitious, the sort of thing that the art-house cinephiles are supposed to be above. Oh, the horror... So she finds her marriage - the idea that it might be a uniquely important commitment - affirmed by what seems uncomfortably like divine intervention. People who find this idea prima facie offensive could maybe ask themselves why they instinctively jump into attack mode at being challenged to take seriously the idea of a spiritual dimension to their lives. But they probably won't. Sure, this film has some problems, notably Talia Shire's delirious hamwork as the overwrought nun, 1950s-style attire and all. And the dialogue between Marie Davenport and the young priest in their last scene is straight out of the Spellbound School of Glib Interpretations (though Hitchcock's movie escaped similar charges due to the source of wisdom having impeccably secular credentials as a Freudian psychoanalyst). But, sadly, Nicolas Roeg appears to have copped a critical mauling as much for even asking the question as for the possible answers this film presents.",1,0,0.08512845338837911
"I really liked BATMAN: DEAD END, I thought that it had a theatrical feel to it and that given a chance Collora could make a fine film. This trailer didn't quite give me the same impression. The story line, or potential story line, was quite good but due to the acting and special effects left me feeling like this would have made a good TV movie or television show.<br /><br />First, Michael O'Hearn is not that good a Superman. I actually thought he, in his brief appearance, made a decent Clark Kent. Sorry, I just don't think of SuperMan as being that buff. The suit Kent wore masked his size. Batman may have the body of a bodybuilder but not Superman. Supes is toned no doubt but not bulk. Anyway, I didn't care for all his posing and his transformation from Kent to Superman seemed cheezy. Now this may not be just O'Hearn's fault, Collora may have to take some of the credit for poor scripting and direction.<br /><br />Second, the special effects for flying were cheezy. Superman flies through the sky. If was obvious that this Superman flew close to the ground, with the telephone cables and buildings visible above him. I don't think there were any full body shots of Superman flying. Evidently the harness and rigging supporting O'Hearn must have been located on his lower torso.<br /><br />All in all it was a good trailer. I'd probably pay to see a film, if ever made, and would be sure to catch it on television. The story line, an alliance between Lexcorp and Wayne Industries, Superman jealous of Lois's attraction to Wayne, Lex and Twoface teaming to beat Superman and the joining of forces between Batman & Superman is a good one. I'm sure with a larger budget and approval for a full film Collora and company, even O'Hearn could deliver a decent film. Certainly one better than the most of the comic based crap coming out of Hollywood lately.",1,0,0.3068143659393826
"If I'm going to watch a porn movie, I prefer it to have some sort of plot, and a descent dialogue. Behind Bedroom Doors is one of the few I've come across with those attributes.<br /><br />The new girl next door scams on the neighbor's human nature and weaknesses where seduction and sex concerned. Chelsea Blue,(I mean Brooke LaVelle) is the choice actress to play the part of the blackmailing seductress, and plays the part magnificently. Chelsea Blue is a very talented and extremely beautiful actress. The movie get's an overall 10 just because she is in it. Her partner in the movie, Monique Alexander is a definite cutie. The two should do more work together. In this movie, though, Monique, who plays Gigi, doesn't have a whole lot to do or say. That's too bad. She seems like she has more talent to be shared. I like the girl who was the (possible) DA's wife next. I forget her name, but she's pretty good looking, and not a bad actress. Nicole Sheridan...I'm still trying to figure out what some people are so excited about. It's obvious there are parts of her bought an paid for. Which is okay, but is she finished? Sorry, but come on! I'm afraid her performance here would have dropped the rating some, except Chelsea's talent and beauty overrides any negatives. Overall, This movie is a good one.",1,0,0.24002962118911433
"Hardly a masterpiece. Not so well written. Beautiful cinematography i think not. This movie wasn't too terrible but it wasn't that much better than average. The main story dealing with highly immoral teens should have focused more on the forbidden romance and why this was... should have really gotten into it instead of scraping the surface with basically ""because mom says we can't."" Some parts should have been dropped altogether or reworked to have more importance to the plight of the two main characters. Couple times i was wondering if the writer/director was a fan of George Lucas' classic American Graffiti. Not that it's wrong to be a fan of that movie but to make your movie at times look like that, i mean come on! Worst part of this was that Madchen Amick had such a small part, i mean double come on!! She was the only one, in one or two lines, who actually tried a southern accent. (Take a good listen, it was there even though her character was from California! DOH!!) Maybe if she was the star others could have followed and we would have had a more authentically sounding movie. Oh well, what can ya do when you have a director who's just a director and not an artist, also. Too bad. Overall i give this a B- and that's being a little generous 'cause i'm partial to Ms. Amick.",1,0,0.046803806071418624
"Honestly, I was expecting to HATE this one, and really only checked it out because Jenna Jameson is in it...but I have to say I got a kick out of EVIL BREED. A group of college kids and their teacher go on a ""field trip"" to Ireland. Their lodgings are located near the woods where it is rumored that strange things happen and tourists often disappear without a trace. The group of post-teens is warned by the property's caretaker not to venture into the woods - but being the stupid B-movie characters that they are - of course they pay no attention and pay for their mistake one-by-one... First off, there is plenty wrong with EVIL BREED. The acting/dialog is pretty weak, and my major gripe is that a film that has Jenna Jameson, Chasey Lain, Ginger Lynn, and Taylor Hayes should have FAR more gratuitous nudity than was on display here - and Jenna's role in this production is grossly over-hyped, as she has a combined total of about 2 minutes of screen time. Even less with Chasey, and Ginger Lynn shows no skin and has the worst Irish accent ever. Also the last scene of the film makes absolutely no sense and feels like it's thrown in just to end the film. Those gripes aside - there is some good stuff as well. Richard Greico and Chasey Lain are both dispatched early on, with Greico's nude torso ending up on a roasting spit and Chasey's guts hanging out from being torn in half (though how she ends up this way isn't shown on-screen)...not bad for the first 5 minutes. The other kill scenes are pretty inventive, including Jenna's forced breast implant removal, a guy getting his colon pulled out through his ass, a knife through the face, and a few other notables. The implant and colon scenes also have uncut versions that are on the special features and it's a shame the producers made them chop 'em, so to speak. Also the film moves along at a pretty good clip once it gets moving so you don't really have too much time to be bored. The ""creature"" FX are also done competently which definitely helps. Overall, EVIL BREED was not NEARLY as bad as I expected. This one, along with SATAN'S LITTLE HELPER have ALMOST renewed my interest in American low-budget straight-to-video films. I usually steer clear of them as a whole, but these two have been decent enough to give me some faith. EVIL BREED is no masterpiece, but it is a decent way to blow 90 minutes - might not hurt to suck on a bottle of cheap bourbon while you're at it - I know I was, and I'm sure it didn't hurt the experience. 7.5/10",1,0,0.05996329850084593
"The story-line was rather interesting, but the characters were rather flat and at times too extreme in their thoughts/behavior. More extreme than necessary. Also, I think something went wrong in the casting. John Turtorro doesn't really satisfy me playing a semi-autistic chess player, not to speak of the Italian player. Motives weren't very much outlined either.<br /><br />",1,0,0.2264291338678908
"I watched this on an 8 hour flight and (presumably because of the pressure and the altitude) I actually found it mildly entertaining (emphasis on the ""mild"").<br /><br />The actual idea behind the film was brilliant: a woman dies, her fiancé falls in love with someone else, she decided to make sure they don't get together, but eventually she lets them do it. Sadly the actual film wasn't as good. OK, there were a few laughs and the actors all worked well. But from the beginning the plot was about as predictable as the destination of the flight I was on. I think the whole gay-but-not-gay friend part of the story could have been worked a lot better. The talking parrot was a nice idea but to be honest: it wasn't really very funny.<br /><br />In summary the film was more interesting than staring at the seat in front of me, but it was a close call.",1,0,0.17136035879913838
